featureid	s69	s70	s71	s75	s76	s77
ENSG00000047230	0	0	0	0	0	0
ENSG00000047249	1065	491	581	1207	537	679
ENSG00000047315	6172	3056	3407	6331	2744	3922
ENSG00000047346	371	208	224	448	239	289
ENSG00000047365	369	212	256	2975	1328	1814
ENSG00000047410	5236	2662	3043	5776	2294	3142
ENSG00000047457	2	0	0	0	0	0
ENSG00000047578	660	265	354	736	313	456
ENSG00000047579	890	455	480	758	330	471
ENSG00000047597	0	0	0	0	0	0
ENSG00000047617	1	2	1	0	0	0
ENSG00000047621	815	390	449	944	401	549
ENSG00000047634	137	83	95	279	104	152
ENSG00000047644	31	8	11	37	11	36
ENSG00000047648	1	1	0	0	1	0
ENSG00000047662	5	9	7	9	5	1
ENSG00000047849	4969	2404	2551	3518	1628	2250
ENSG00000047932	1487	769	951	1157	522	719
ENSG00000047936	0	0	0	0	0	0
ENSG00000048028	325	165	190	238	98	141
ENSG00000048052	201	109	142	246	100	206
ENSG00000048140	988	444	507	1692	658	1043
ENSG00000048162	2113	982	1169	1817	759	1040
ENSG00000048342	1	0	0	0	0	1
ENSG00000048392	362	209	250	459	182	242
ENSG00000048405	650	390	444	1018	409	657
ENSG00000048462	0	0	0	0	0	0
ENSG00000048471	408	183	203	387	172	231
ENSG00000048540	0	0	0	0	0	0
ENSG00000048544	1421	712	831	1286	571	771
ENSG00000048545	1	0	0	2	1	1
ENSG00000048649	833	495	539	1112	505	648
ENSG00000048707	1370	634	780	1551	559	905
ENSG00000048740	4812	2443	3089	6404	2903	4483
ENSG00000048828	6995	3433	4025	6065	2790	4402
ENSG00000048991	3556	1846	1990	3270	1439	2096
ENSG00000049089	154	75	68	108	46	52
ENSG00000049130	0	0	0	0	0	0
ENSG00000049167	461	236	270	496	186	289
ENSG00000049192	111	51	52	62	29	29
ENSG00000049239	1139	508	647	1153	509	763
ENSG00000049245	674	301	394	693	271	415
ENSG00000049246	152	83	78	103	43	77
ENSG00000049247	0	0	0	0	0	0
ENSG00000049249	0	0	0	3	1	2
ENSG00000049283	4	1	0	0	0	0
ENSG00000049323	286	135	177	275	111	173
ENSG00000049449	1944	965	1127	1413	599	773
ENSG00000049540	0	1	2	0	0	1
ENSG00000049541	2438	1198	1321	2514	1045	1495
ENSG00000049618	2431	1161	1330	2108	957	1520
ENSG00000049656	14224	6567	7569	11854	5109	7627
ENSG00000049759	452	225	248	706	265	379
ENSG00000049768	12	8	5	12	9	13
ENSG00000049769	131	40	74	172	66	119
ENSG00000049860	1105	507	614	1367	596	905
ENSG00000049883	521	250	303	346	143	215
ENSG00000050030	114	63	77	56	25	40
ENSG00000050130	960	529	545	1061	497	691
ENSG00000050165	8	5	1	7	4	6
ENSG00000050327	0	0	0	0	0	0
ENSG00000050344	969	488	590	899	387	517
ENSG00000050393	2281	1150	1269	2127	916	1387
ENSG00000050405	2085	1062	1159	5275	2391	3281
ENSG00000050426	1391	607	696	1399	542	710
ENSG00000050438	668	328	411	679	285	444
ENSG00000050555	16	7	8	8	2	5
ENSG00000050628	30	16	25	13	6	8
ENSG00000050730	0	0	0	1	1	0
ENSG00000050748	1663	833	863	1448	635	959
ENSG00000050767	1	1	2	1	0	0
ENSG00000050820	0	1	1	0	1	0
ENSG00000051009	1001	493	550	871	334	543
ENSG00000051108	1530	772	710	2118	953	1167
ENSG00000051128	552	227	280	527	259	377
ENSG00000051180	1025	531	617	978	401	585
ENSG00000051341	1701	899	948	1809	766	954
ENSG00000051382	1054	476	580	623	273	368
ENSG00000051523	2273	1035	1126	2101	863	1419
ENSG00000051596	2221	1058	1191	2135	909	1468
ENSG00000051620	1120	514	628	1076	454	684
ENSG00000051825	1980	959	1162	1582	687	941
ENSG00000052126	519	313	336	711	330	427
ENSG00000052344	0	1	0	0	0	0
ENSG00000052723	2203	1226	1319	2243	993	1509
ENSG00000052749	4272	1962	2157	4840	1974	2953
ENSG00000052795	911	468	532	555	278	398
ENSG00000052802	665	377	391	734	331	453
ENSG00000052841	1617	823	897	2558	1071	1563
ENSG00000052850	22	14	18	3	4	4
ENSG00000053108	2	4	0	3	1	1
ENSG00000053254	2341	1244	1356	1527	730	1053
ENSG00000053328	0	0	0	0	0	0
ENSG00000053371	1517	716	741	1244	502	857
ENSG00000053372	3573	1728	1944	3616	1490	2155
ENSG00000053438	16	6	7	15	0	2
ENSG00000053501	845	418	451	1054	386	635
ENSG00000053524	97	38	32	79	31	55
ENSG00000053702	49	24	18	48	12	31
ENSG00000053747	31	22	19	25	4	21
ENSG00000053770	1190	629	785	1278	545	798
ENSG00000053900	1183	590	711	1203	487	612
ENSG00000053918	0	0	0	0	0	0
ENSG00000054116	2077	1037	1103	2149	877	1279
ENSG00000054118	7641	3751	4097	7470	3344	4713
ENSG00000054148	1015	484	527	977	423	651
ENSG00000054179	3	0	0	798	284	463
ENSG00000054219	0	0	0	0	0	0
ENSG00000054267	1265	680	719	1612	688	965
ENSG00000054277	257	135	152	203	103	149
ENSG00000054282	310	117	153	321	121	160
ENSG00000054356	7	4	2	3	1	0
ENSG00000054392	25	24	11	15	10	23
ENSG00000054523	1056	525	596	923	383	590
ENSG00000054598	64	24	28	41	22	43
ENSG00000054611	698	314	377	690	317	526
ENSG00000054654	1588	744	982	1605	611	877
ENSG00000054690	227	107	130	212	94	177
ENSG00000054793	485	273	308	615	248	388
ENSG00000054796	0	0	0	0	1	0
ENSG00000054803	0	0	0	0	0	0
ENSG00000054938	0	0	0	1	1	0
ENSG00000054965	2386	1247	1353	2122	948	1301
ENSG00000054967	831	369	354	1578	681	1076
ENSG00000054983	3	3	4	2	1	2
ENSG00000055044	5564	2628	2994	6362	2659	3403
ENSG00000055070	5243	2517	2799	6066	2743	4494
ENSG00000055118	3563	1548	1790	2631	1159	1853
ENSG00000055130	2260	1084	1248	2278	959	1309
ENSG00000055147	501	263	282	431	180	264
ENSG00000055163	5848	2649	3028	5254	2317	3638
ENSG00000055208	1668	912	953	1566	761	1088
ENSG00000055211	433	230	270	519	238	312
ENSG00000055332	1162	590	639	873	376	533
ENSG00000055483	3723	1656	1856	2869	1223	1732
ENSG00000055609	2097	979	1227	2056	869	1292
ENSG00000055732	12	12	10	41	14	32
ENSG00000055813	0	0	1	0	1	2
ENSG00000055917	3867	2083	2316	4188	1803	2668
ENSG00000055950	1431	687	789	1259	545	834
ENSG00000055955	54	24	31	55	24	30
ENSG00000055957	1	0	0	1	1	0
ENSG00000056050	903	434	543	1013	386	540
ENSG00000056097	2698	1416	1535	2511	1172	1658
ENSG00000056277	323	152	178	390	157	259
ENSG00000056291	0	0	0	0	0	0
ENSG00000056487	615	301	337	821	366	568
ENSG00000056558	94	34	38	531	156	348
ENSG00000056586	1699	852	1042	2522	1081	1603
ENSG00000056736	32	21	22	29	11	15
ENSG00000056972	162	69	50	121	59	92
ENSG00000056998	0	0	1	0	0	0
ENSG00000057019	316	171	200	305	165	215
ENSG00000057149	0	0	0	0	0	0
ENSG00000057252	997	529	630	1312	587	795
ENSG00000057294	0	0	0	0	0	0
ENSG00000057468	63	34	35	58	26	43
ENSG00000057593	1	0	0	3	2	4
ENSG00000057608	7754	3892	4182	8357	3447	4974
ENSG00000057657	133	73	90	281	141	164
ENSG00000057663	861	443	452	1108	453	558
ENSG00000057704	10	4	7	51	22	49
ENSG00000057757	2124	1013	1160	2138	901	1280
ENSG00000057935	1805	840	970	1174	489	687
ENSG00000058056	1286	666	741	826	347	503
ENSG00000058063	2967	1598	1731	4134	1840	2464
ENSG00000058085	0	0	0	0	0	0
ENSG00000058091	224	105	150	206	102	139
ENSG00000058262	8339	4045	4468	8811	3695	5763
ENSG00000058272	2627	1377	1598	3401	1592	2301
ENSG00000058335	3	1	1	7	4	5
ENSG00000058404	1	1	3	3	3	0
ENSG00000058453	1069	477	563	960	445	624
ENSG00000058600	2435	1163	1297	2284	990	1477
ENSG00000058668	6590	3108	3871	4842	2165	3361
ENSG00000058673	5699	2873	3136	8753	3690	5310
ENSG00000058729	1684	825	1040	1361	560	813
ENSG00000058799	653	321	347	755	296	461
ENSG00000058804	2313	1219	1442	2197	926	1262
ENSG00000058866	20	20	16	36	15	16
ENSG00000059122	1837	816	874	1432	598	876
ENSG00000059145	962	502	514	1195	496	750
ENSG00000059377	17	8	16	24	4	16
ENSG00000059378	634	298	380	334	182	218
ENSG00000059573	4684	2286	2625	3966	1777	2713
ENSG00000059588	2735	1363	1554	1864	762	974
ENSG00000059691	927	446	483	816	392	534
ENSG00000059728	179	104	105	387	170	205
ENSG00000059758	469	259	291	2151	945	1494
ENSG00000059769	192	121	113	199	87	118
ENSG00000059804	535	266	339	2897	1233	2033
ENSG00000059915	273	103	113	184	89	109
ENSG00000060069	1484	709	773	1279	574	844
ENSG00000060138	6368	2948	3400	7379	3280	5134
ENSG00000060140	33	14	29	52	27	32
ENSG00000060237	5434	2537	2938	5550	2404	3748
ENSG00000060303	0	0	0	0	0	0
ENSG00000060339	5285	2634	2968	5850	2564	3388
ENSG00000060491	3034	1435	1529	4014	1715	2278
ENSG00000060558	2258	1027	1193	8000	3332	5832
ENSG00000060566	234	95	130	26	14	24
ENSG00000060642	311	141	206	251	111	166
ENSG00000060656	1719	755	844	1145	508	777
ENSG00000060688	2981	1444	1597	3193	1254	1875
ENSG00000060709	3	1	3	1	0	1
ENSG00000060718	0	0	0	0	0	1
ENSG00000060749	1312	698	794	2127	943	1196
ENSG00000060762	836	408	473	715	335	509
ENSG00000060971	2183	1061	1089	1734	686	1003
ENSG00000060982	4263	2323	2758	4786	2190	2974
ENSG00000061273	2284	1081	1211	6250	2778	4074
ENSG00000061337	1577	674	747	475	176	310
ENSG00000061455	11	3	5	8	5	7
ENSG00000061492	1	0	0	1	0	1
ENSG00000061656	22	9	10	20	7	9
ENSG00000061676	846	435	495	847	394	589
ENSG00000061794	1988	955	1126	2079	832	1233
ENSG00000061918	293	139	185	292	112	203
ENSG00000061936	2128	1056	1156	2185	952	1332
ENSG00000061938	720	282	351	737	277	349
ENSG00000061987	921	424	500	891	378	532
ENSG00000062038	8	4	0	6	3	6
ENSG00000062096	0	0	0	0	0	0
ENSG00000062194	2377	1324	1475	3090	1303	1747
ENSG00000062282	510	209	258	360	164	221
ENSG00000062370	0	0	0	0	0	0
ENSG00000062485	9186	4474	4627	8978	3912	5766
ENSG00000062524	10	5	3	11	2	8
ENSG00000062582	1957	957	1091	1976	829	1353
ENSG00000062598	1554	731	879	1446	576	966
ENSG00000062650	3142	1664	1872	3530	1555	2219
ENSG00000062716	1603	794	962	3355	1438	1978
ENSG00000062725	850	417	538	1123	477	720
ENSG00000062822	5225	2413	2677	5341	2201	3511
ENSG00000063015	1	1	0	1	0	1
ENSG00000063046	12673	6371	6749	11692	5130	7211
ENSG00000063127	1	1	1	0	1	0
ENSG00000063169	530	209	239	608	233	402
ENSG00000063176	1719	818	836	1152	469	817
ENSG00000063177	15276	7125	7754	15953	6666	10269
ENSG00000063180	282	150	128	259	107	171
ENSG00000063241	1047	484	521	975	392	688
ENSG00000063244	12246	5580	6290	12884	5820	8944
ENSG00000063245	3269	1434	1637	3032	1349	2078
ENSG00000063322	1805	844	935	1447	652	989
ENSG00000063438	163	65	52	177	87	85
ENSG00000063515	1	0	0	0	0	0
ENSG00000063587	934	453	536	1522	672	950
ENSG00000063601	1551	731	914	2126	890	1345
ENSG00000063660	478	219	247	551	221	438
ENSG00000063761	209	104	102	193	96	122
ENSG00000063854	1165	515	637	1116	515	787
ENSG00000063978	3941	1952	2186	5050	2396	3531
ENSG00000064012	1726	899	979	2288	956	1235
ENSG00000064042	25	18	11	20	12	11
ENSG00000064102	1746	804	943	1877	776	1049
ENSG00000064115	4237	2049	2221	3077	1331	1835
ENSG00000064195	111	46	60	73	32	52
ENSG00000064199	275	115	155	235	88	131
ENSG00000064201	1	1	1	1	3	0
ENSG00000064205	0	0	0	2	0	0
ENSG00000064218	18	7	12	4	2	3
ENSG00000064225	47	30	28	55	27	29
ENSG00000064270	4	1	1	8	1	6
ENSG00000064300	29	12	15	50	18	43
ENSG00000064309	457	227	261	374	137	248
ENSG00000064313	1966	958	1179	2465	1047	1485
ENSG00000064393	881	426	506	1362	643	1075
ENSG00000064419	4489	2159	2440	4991	2155	3084
ENSG00000064489	279	92	110	218	116	154
ENSG00000064490	1562	685	766	1661	648	906
ENSG00000064545	1367	647	769	1334	582	843
ENSG00000064547	177	99	101	485	179	233
ENSG00000064601	1905	859	963	1809	819	1177
ENSG00000064607	5511	2714	3063	4122	1831	2240
ENSG00000064651	1116	564	617	1214	508	823
ENSG00000064652	202	116	115	177	77	118
ENSG00000064655	0	0	0	0	0	0
ENSG00000064666	9153	4197	4728	12854	5633	9380
ENSG00000064687	859	386	419	546	223	321
ENSG00000064692	1	1	2	1	0	1
ENSG00000064703	1314	666	764	1224	562	731
ENSG00000064726	2300	1218	1343	2348	1078	1616
ENSG00000064763	68	27	44	64	27	63
ENSG00000064787	0	0	2	3	0	0
ENSG00000064835	0	0	0	1	0	0
ENSG00000064886	2442	1148	1387	2637	1127	1769
ENSG00000064932	1770	827	939	2706	1169	1827
ENSG00000064933	644	340	369	422	196	262
ENSG00000064961	1844	891	1028	2034	832	1214
ENSG00000064989	1	1	2	6	2	1
ENSG00000064995	1357	648	738	1401	634	846
ENSG00000064999	753	368	405	677	301	473
ENSG00000065000	4646	2281	2433	4228	1889	2916
ENSG00000065029	1333	594	678	1097	474	755
ENSG00000065054	853	384	422	705	288	458
ENSG00000065057	1065	481	544	860	325	531
ENSG00000065060	1648	864	850	1440	699	901
ENSG00000065135	2844	1541	1776	3420	1506	2135
ENSG00000065150	10839	5242	5715	9884	4202	5804
ENSG00000065154	1833	915	1082	1741	764	1080
ENSG00000065183	3666	1681	2028	2395	959	1345
ENSG00000065243	825	445	481	717	328	501
ENSG00000065268	2556	1143	1318	2483	1076	1555
ENSG00000065308	1956	903	1086	1306	630	771
ENSG00000065320	184	75	102	246	97	178
ENSG00000065325	0	0	0	0	0	0
ENSG00000065328	2754	1430	1547	2886	1300	1873
ENSG00000065357	3192	1424	1790	6296	2568	3840
ENSG00000065361	26	9	15	13	3	7
ENSG00000065371	0	0	0	0	0	1
ENSG00000065413	49	21	30	15	13	25
ENSG00000065427	8650	4304	4558	8661	3662	5072
ENSG00000065457	917	406	477	939	417	592
ENSG00000065485	654	307	346	598	274	356
ENSG00000065491	703	371	419	880	398	547
ENSG00000065518	2510	1238	1420	2551	1048	1472
ENSG00000065526	5756	2741	3186	4573	1965	2930
ENSG00000065534	74	34	44	72	32	42
ENSG00000065548	2972	1531	1751	3339	1441	2083
ENSG00000065559	1148	526	632	1576	715	1024
ENSG00000065600	776	379	412	768	312	506
ENSG00000065609	16	10	8	9	6	2
ENSG00000065613	1461	710	914	1468	686	915
ENSG00000065615	395	222	292	435	190	287
ENSG00000065618	6	6	5	13	2	8
ENSG00000065621	10	7	7	20	7	11
ENSG00000065665	343	173	193	330	115	138
ENSG00000065675	1058	547	619	947	383	573
ENSG00000065717	939	483	511	1022	442	761
ENSG00000065802	1713	876	979	2048	850	1349
ENSG00000065809	814	457	442	1050	454	686
ENSG00000065833	0	0	0	0	0	0
ENSG00000065882	2576	1281	1414	2613	1119	1605
ENSG00000065883	2028	974	1182	3175	1349	2110
ENSG00000065911	5214	2793	2837	6699	3122	4255
ENSG00000065923	550	268	296	471	185	298
ENSG00000065970	1351	648	662	1062	467	707
ENSG00000065978	31968	15639	16861	31871	14107	21058
ENSG00000065989	728	316	384	1170	535	874
ENSG00000066027	1247	620	733	1428	634	1016
ENSG00000066032	8	0	2	5	0	2
ENSG00000066044	5041	2439	2670	4552	1937	3063
ENSG00000066056	0	0	0	0	0	0
ENSG00000066084	2059	1057	1247	2180	921	1317
ENSG00000066117	6272	3189	3296	6828	2895	4390
ENSG00000066135	1727	862	914	1621	714	983
ENSG00000066136	2740	1214	1363	2740	1190	1843
ENSG00000066185	2	3	4	4	1	4
ENSG00000066230	11	11	8	35	14	25
ENSG00000066248	14	3	8	11	4	8
ENSG00000066279	4382	2385	2950	5844	2474	3454
ENSG00000066294	51	27	38	89	42	60
ENSG00000066322	1225	577	672	850	417	637
ENSG00000066336	0	0	1	0	0	0
ENSG00000066379	1571	757	845	1760	690	986
ENSG00000066382	151	77	79	134	67	87
ENSG00000066405	0	0	0	0	0	0
ENSG00000066422	1620	781	946	1465	650	861
ENSG00000066427	613	333	354	729	315	421
ENSG00000066455	811	367	393	749	287	459
ENSG00000066468	25	11	10	7	6	11
ENSG00000066557	600	319	341	536	250	368
ENSG00000066583	985	527	590	948	379	624
ENSG00000066629	126	54	66	66	28	44
ENSG00000066651	268	117	166	313	131	190
ENSG00000066654	1864	1020	1188	1683	806	1095
ENSG00000066697	612	327	333	513	265	324
ENSG00000066735	1547	636	778	822	348	574
ENSG00000066739	1264	612	774	1250	522	738
ENSG00000066777	2033	972	1250	2278	937	1426
ENSG00000066813	0	0	0	0	0	0
ENSG00000066827	248	118	140	275	115	184
ENSG00000066855	477	249	278	380	137	179
ENSG00000066923	202	101	152	357	150	214
ENSG00000066926	1768	856	960	1453	614	902
ENSG00000066933	822	443	495	819	290	457
ENSG00000067048	1217	654	712	1905	823	1167
ENSG00000067057	7968	3622	4339	10329	4431	6855
ENSG00000067064	1531	773	922	2075	955	1259
ENSG00000067066	694	318	398	799	371	449
ENSG00000067082	625	315	400	645	331	427
ENSG00000067113	178	119	114	158	67	124
ENSG00000067141	1604	763	852	2187	868	1431
ENSG00000067167	2307	1265	1443	2370	1119	1701
ENSG00000067177	981	467	473	787	353	546
ENSG00000067182	1838	873	940	4115	1974	2784
ENSG00000067191	588	239	265	647	306	332
ENSG00000067208	87	51	53	98	43	67
ENSG00000067221	315	160	177	179	72	92
ENSG00000067225	61159	28996	33120	93752	38748	61873
ENSG00000067248	1473	783	900	1274	592	811
ENSG00000067334	3033	1454	1675	3725	1488	1951
ENSG00000067365	834	386	446	875	377	521
ENSG00000067369	2426	1095	1296	2595	1050	1432
ENSG00000067445	1019	446	476	840	316	492
ENSG00000067533	1380	682	855	1696	721	957
ENSG00000067560	9831	4966	5588	10717	4591	6568
ENSG00000067596	2810	1437	1560	3047	1446	2042
ENSG00000067601	39	23	20	43	20	25
ENSG00000067606	7	5	2	8	3	6
ENSG00000067646	206	115	145	244	105	144
ENSG00000067704	5211	2691	2957	4837	1989	2824
ENSG00000067715	55	33	33	52	19	25
ENSG00000067798	1	1	0	0	0	0
ENSG00000067829	1319	640	701	1473	636	943
ENSG00000067836	398	144	200	247	108	193
ENSG00000067840	550	220	303	1225	464	757
ENSG00000067842	17	8	18	7	2	12
ENSG00000067900	3275	1617	1930	3641	1492	2231
ENSG00000067955	2706	1484	1790	6926	3316	5056
ENSG00000067992	260	119	133	263	101	143
ENSG00000068001	727	320	351	546	219	380
ENSG00000068024	3811	1730	2132	3933	1635	2572
ENSG00000068028	974	504	517	787	320	501
ENSG00000068078	624	266	285	239	96	151
ENSG00000068079	71	38	42	70	24	44
ENSG00000068097	764	367	414	696	346	428
ENSG00000068120	2840	1260	1372	2300	1040	1440
ENSG00000068137	112	50	56	99	44	73
ENSG00000068305	1092	557	620	1322	592	887
ENSG00000068308	2163	1018	1151	2994	1250	2143
ENSG00000068323	1211	590	609	2571	1202	1798
ENSG00000068354	720	345	391	521	259	339
ENSG00000068366	988	523	612	1647	661	933
ENSG00000068383	408	209	216	262	117	178
ENSG00000068394	1223	562	619	1379	547	865
ENSG00000068400	1996	882	1046	2959	1202	1614
ENSG00000068438	2459	1197	1266	2262	945	1496
ENSG00000068489	2062	1094	1194	2149	1022	1528
ENSG00000068615	156	79	98	97	47	59
ENSG00000068650	1809	885	1005	2501	1086	1621
ENSG00000068654	4376	2027	2408	3644	1537	2152
ENSG00000068697	1183	609	690	1262	563	822
ENSG00000068724	592	289	297	536	217	343
ENSG00000068745	3223	1552	1671	4466	1955	2715
ENSG00000068781	0	5	7	4	2	0
ENSG00000068784	259	99	138	255	116	134
ENSG00000068796	2535	1290	1374	2029	896	1277
ENSG00000068831	3254	1328	1738	2783	1137	1806
ENSG00000068878	2842	1492	1627	3419	1425	1949
ENSG00000068885	651	316	368	641	298	382
ENSG00000068903	1567	750	829	1610	691	1007
ENSG00000068912	940	492	550	1213	498	686
ENSG00000068971	513	222	238	339	148	236
ENSG00000068976	87	38	53	92	37	42
ENSG00000068985	0	0	0	0	0	0
ENSG00000069011	601	254	281	197	88	153
ENSG00000069018	1	0	0	1	0	0
ENSG00000069020	243	116	110	427	174	275
ENSG00000069122	0	0	0	0	0	0
ENSG00000069188	9	1	7	7	3	2
ENSG00000069206	0	0	0	0	0	0
ENSG00000069248	3367	1660	1844	3191	1340	1883
ENSG00000069275	9047	4687	5450	7831	3376	5022
ENSG00000069329	3658	1798	2059	3046	1339	1830
ENSG00000069345	2309	1161	1389	3153	1288	1843
ENSG00000069399	43	25	31	781	278	678
ENSG00000069424	11600	5524	5897	10396	4538	7193
ENSG00000069431	1	0	0	1	0	0
ENSG00000069482	0	0	0	0	0	0
ENSG00000069493	50	22	23	103	49	65
ENSG00000069509	349	189	226	376	143	228
ENSG00000069535	0	0	0	0	0	0
ENSG00000069667	242	138	153	125	59	113
ENSG00000069696	7	2	1	6	0	2
ENSG00000069702	15	2	12	104	34	79
ENSG00000069712	0	14	0	0	0	15
ENSG00000069764	3	1	0	1	0	2
ENSG00000069812	133	52	76	15	5	13
ENSG00000069849	3974	1941	2212	3959	1585	2359
ENSG00000069869	661	340	435	1138	505	751
ENSG00000069943	371	205	207	407	179	245
ENSG00000069956	2431	1288	1380	4241	1965	2637
ENSG00000069966	1158	512	627	942	454	659
ENSG00000069974	584	326	321	646	303	467
ENSG00000069998	3245	1599	1760	2994	1190	1896
ENSG00000070010	2966	1377	1561	3404	1421	1937
ENSG00000070018	1062	530	632	1086	482	743
ENSG00000070019	0	0	1	1	0	0
ENSG00000070031	2	0	0	0	0	0
ENSG00000070047	3759	1697	1912	2631	1004	1599
ENSG00000070061	3242	1574	1836	3104	1331	1775
ENSG00000070081	11726	6053	6842	12906	5265	7081
ENSG00000070087	1438	733	849	1076	472	729
ENSG00000070159	839	368	449	1760	658	1206
ENSG00000070182	212	89	87	413	158	320
ENSG00000070190	13	9	9	17	8	9
ENSG00000070193	0	0	0	0	0	0
ENSG00000070214	717	371	360	558	254	324
ENSG00000070269	307	182	183	294	120	154
ENSG00000070366	1870	897	1052	1917	820	1165
ENSG00000070367	2107	1195	1300	1917	878	1263
ENSG00000070371	269	124	119	185	83	110
ENSG00000070388	64	27	32	14	8	11
ENSG00000070404	236	93	124	104	46	65
ENSG00000070413	1577	732	774	891	383	583
ENSG00000070423	2887	1212	1409	2565	1112	1834
ENSG00000070444	1263	566	570	867	385	532
ENSG00000070476	1065	483	504	1051	440	629
ENSG00000070495	1384	655	718	1553	609	929
ENSG00000070501	743	368	416	851	369	514
ENSG00000070526	17	7	9	5	2	5
ENSG00000070540	37	15	22	39	20	27
ENSG00000070601	90	43	57	16	5	7
ENSG00000070610	1680	816	898	2210	929	1392
ENSG00000070614	1725	805	925	1495	687	1038
ENSG00000070669	1034	513	566	1590	687	859
ENSG00000070718	1127	574	607	886	399	477
ENSG00000070729	0	0	0	0	0	0
ENSG00000070731	5	0	2	1	0	1
ENSG00000070748	9	3	6	14	8	10
ENSG00000070756	30323	15244	16495	33442	14926	21615
ENSG00000070759	224	125	124	305	147	191
ENSG00000070761	1888	966	1099	2632	1169	1637
ENSG00000070770	4757	2467	2679	5228	2162	3131
ENSG00000070778	13	4	9	21	3	8
ENSG00000070785	1143	533	619	1104	468	621
ENSG00000070808	0	1	0	0	0	2
ENSG00000070814	8840	4090	4307	8701	3626	5242
ENSG00000070831	4680	2369	2591	5070	2216	3249
ENSG00000070882	1548	777	923	2287	861	1390
ENSG00000070886	1	0	0	1	0	2
ENSG00000070915	3	1	0	6	0	4
ENSG00000070950	1835	925	1055	2159	930	1350
ENSG00000070961	785	384	464	1076	419	669
ENSG00000070985	0	2	1	1	0	0
ENSG00000071051	567	264	291	490	226	361
ENSG00000071054	12980	6515	7152	14682	6249	9323
ENSG00000071073	1850	918	1196	875	393	564
ENSG00000071082	11666	5668	6349	13242	5152	7584
ENSG00000071127	32224	15940	18231	34150	15036	23969
ENSG00000071189	1414	807	913	1645	699	972
ENSG00000071203	0	0	0	0	0	0
ENSG00000071205	178	69	111	276	118	159
ENSG00000071242	407	227	242	342	159	231
ENSG00000071243	684	387	398	822	372	525
ENSG00000071246	570	259	290	455	198	288
ENSG00000071282	0	0	0	0	0	0
ENSG00000071462	3205	1543	1675	3546	1431	2187
ENSG00000071537	2204	1153	1261	2086	926	1399
ENSG00000071539	4600	2323	2618	3440	1518	2307
ENSG00000071553	2587	1176	1250	2212	1002	1446
ENSG00000071564	11505	5247	5819	10210	4574	7556
ENSG00000071575	1288	610	740	923	361	605
ENSG00000071626	7113	3377	3835	8069	3237	4903
ENSG00000071655	5171	2135	2471	5884	2193	3550
ENSG00000071677	0	0	0	0	0	0
ENSG00000071794	3149	1693	1912	2634	1170	1621
ENSG00000071859	1838	855	974	1831	726	1078
